49,7,2
22219.0,64069.0,3219.0,41874.0,2217.0,31863.0,16243.0,1
-447.0,32393.0,-152.0,18420.0,120.0,18958.0,20056.0,1
1971.0,69088.0,-560.0,47180.0,633.0,25481.0,13042.0,1
539.0,23780.0,730.0,11936.0,871.0,12664.0,7384.0,1
24826.0,60544.0,55274.0,51709.0,7841.0,10438.0,15162.0,1
41917.0,42768.0,21799.0,42412.0,9803.0,8628.0,7752.0,1
-3513.0,332798.0,4027.0,235131.0,2017.0,22080.0,27995.0,1
8883.0,461387.0,11719.0,386579.0,2873.0,1571.0,4990.0,1
29141.0,41388.0,4331.0,102644.0,4922.0,10151.0,9340.0,1
8744.0,102795.0,4747.0,142602.0,2368.0,4863.0,14641.0,1
21814.0,446676.0,1828.0,485240.0,3554.0,38360.0,9556.0,1
809.0,31679.0,168.0,34160.0,619.0,15536.0,13287.0,1
-919.0,31622.0,3782.0,61810.0,350.0,15973.0,18003.0,1
26900.0,42474.0,51541.0,41486.0,18683.0,1783.0,3976.0,1
3650.0,41611.0,6932.0,35612.0,1501.0,7026.0,16898.0,1
14582.0,33614.0,10410.0,22670.0,2812.0,5070.0,12931.0,1
-466.0,1224.0,6252.0,38628.0,246.0,25965.0,15936.0,1
1001.0,1057.0,2329.0,24546.0,534.0,20155.0,9841.0,1
163.0,10144.0,10276.0,9981.0,1562.0,9561.0,8935.0,1
6035.0,19766.0,2843.0,11410.0,1080.0,2762.0,13584.0,1
429.0,35203.0,4741.0,22398.0,574.0,5001.0,15578.0,1
1892.0,37254.0,5924.0,59656.0,691.0,4635.0,688.0,1
992.0,16777.0,67.0,13258.0,364.0,14897.0,11745.0,1
6207.0,18104.0,6943.0,7673.0,888.0,5631.0,15894.0,1
636.0,36427.0,76.0,37766.0,799.0,5060.0,17479.0,1
63001.0,53200.0,27785.0,21805.0,24037.0,5545.0,10047.0,0
74835.0,153212.0,20496.0,126509.0,5028.0,925.0,834.0,0
52761.0,48011.0,47044.0,28329.0,27651.0,1303.0,5038.0,0
27726.0,47584.0,40919.0,36180.0,67486.0,2010.0,4478.0,0
25770.0,57927.0,69663.0,77287.0,8708.0,2397.0,1531.0,0
164584.0,120224.0,119428.0,110492.0,31867.0,2883.0,4867.0,0
1589.0,110300.0,404.0,114297.0,512.0,1581.0,692.0,0
76628.0,67762.0,64042.0,55183.0,58894.0,2501.0,4688.0,0
38847.0,66664.0,9623.0,54007.0,3395.0,4209.0,1935.0,0
1168.0,145986.0,2274.0,151835.0,338.0,2184.0,922.0,0
16021.0,28531.0,29216.0,22670.0,7521.0,3059.0,1666.0,0
35925.0,30495.0,18226.0,65841.0,6974.0,1599.0,1053.0,0
49920.0,41482.0,26631.0,31507.0,21489.0,1666.0,1278.0,0
35043.0,16805.0,23426.0,28567.0,12322.0,4521.0,11142.0,0
9854.0,7528.0,23726.0,22505.0,20014.0,6296.0,8077.0,0
180.0,13748.0,121.0,5754.0,347.0,2198.0,881.0,0
26265.0,24730.0,25666.0,22696.0,20654.0,5331.0,2830.0,0
11096.0,24770.0,17328.0,21341.0,2711.0,2456.0,1224.0,0
3104.0,25072.0,336.0,111905.0,1038.0,3575.0,1224.0,0
87752.0,38514.0,74300.0,60985.0,19825.0,3035.0,3888.0,0
55868.0,14968.0,57091.0,48129.0,16161.0,2034.0,10497.0,0
5270.0,45759.0,4173.0,71846.0,2738.0,5294.0,925.0,0
22464.0,93094.0,86456.0,89866.0,109187.0,3732.0,7357.0,0
3233.0,55968.0,516.0,60447.0,1776.0,2743.0,14528.0,0
